data,escrv,material,grp.merc.,qtd.faturd
19.05.2019,106  ,182187  ,119001009,        1 
19.05.2019,106  ,195542  ,123001004,        1 
19.05.2019,106  ,195955  ,123001016,        2 
19.05.2019,106  ,196040  ,123001020,        1 
19.05.2019,106  ,196042  ,123001020,        1 
19.05.2019,106  ,196115  ,123001002,        1 
19.05.2019,106  ,196129  ,123001030,        1 
19.05.2019,106  ,185428  ,129002002,        1 
19.05.2019,106  ,188654  ,129002002,        1 
19.05.2019,106  ,188657  ,129002002,        2 
19.05.2019,106  ,188745  ,129002001,        1 
19.05.2019,106  ,188749  ,129002001,        1 
19.05.2019,106  ,192388  ,129003001,        1 
19.05.2019,106  ,192444  ,129003001,        1 
19.05.2019,106  ,192445  ,129003001,        1 
19.05.2019,106  ,192447  ,129003001,        1 
19.05.2019,106  ,192452  ,129003001,        1 
19.05.2019,106  ,192456  ,129003001,        1 
19.05.2019,106  ,192457  ,129003001,        1 
19.05.2019,106  ,194826  ,129003001,        1 
19.05.2019,106  ,194836  ,129004004,        1 
19.05.2019,106  ,117478  ,123001016,        1 
19.05.2019,106  ,133674  ,123001016,        1 
19.05.2019,106  ,140796  ,127001001,        1 
19.05.2019,106  ,140797  ,127001001,        1 
19.05.2019,106  ,149927  ,116002001,        1 
19.05.2019,106  ,150052  ,123001013,        1 
19.05.2019,106  ,150057  ,123001013,        1 
19.05.2019,106  ,157746  ,129002001,        1 
19.05.2019,106  ,158826  ,129002001,        1 
19.05.2019,106  ,159042  ,129001002,        1 
19.05.2019,106  ,160093  ,127001030,        2 
19.05.2019,106  ,170896  ,123001016,        1 
19.05.2019,106  ,171262  ,125001005,        1 
19.05.2019,106  ,173422  ,127002006,        1 
19.05.2019,106  ,174645  ,123001016,        1 
19.05.2019,106  ,174657  ,123001002,        2 
19.05.2019,106  ,174865  ,123001004,        1 
19.05.2019,106  ,175526  ,127001001,        1 
19.05.2019,106  ,176042  ,129001002,        1 
19.05.2019,106  ,176043  ,129001002,        1 
19.05.2019,106  ,177711  ,129002002,        1 
19.05.2019,106  ,177752  ,129001002,        1 
19.05.2019,106  ,178657  ,123001015,        1 
19.05.2019,106  ,179297  ,127001001,        3 
19.05.2019,106  ,180189  ,123001004,        1 
19.05.2019,106  ,180191  ,123001004,        1 
19.05.2019,106  ,180202  ,125001005,        1 
19.05.2019,106  ,182200  ,123001015,        1 
19.05.2019,106  ,184412  ,125001005,        1 
19.05.2019,106  ,184415  ,125001005,        1 
19.05.2019,106  ,184992  ,103001007,        1 
19.05.2019,106  ,184996  ,103001007,        1 
19.05.2019,106  ,187525  ,127003002,        6 
19.05.2019,106  ,187526  ,127003002,        1 
19.05.2019,106  ,187532  ,127003002,        1 
19.05.2019,106  ,188651  ,123001002,        1 
19.05.2019,106  ,192421  ,123001001,        2 
19.05.2019,106  ,198085  ,125001005,        1 
19.05.2019,106  ,198314  ,129003002,        1 
19.05.2019,106  ,198490  ,123001015,        1 
19.05.2019,106  ,198572  ,123001015,        1 
19.05.2019,106  ,198697  ,126002016,        1 
19.05.2019,106  ,187524  ,127003002,        2 
19.05.2019,106  ,198670  ,127001001,        1 
19.05.2019,106  ,189255  ,110001002,        1-
19.05.2019,107  ,198660  ,117008003,        1-
19.05.2019,107  ,193242  ,105001005,        1-
19.05.2019,107  ,89670   ,127001022,        1-
19.05.2019,109  ,184942  ,117002001,        1 
19.05.2019,109  ,198659  ,117001008,        1 
19.05.2019,109  ,190055  ,114001012,        1 
19.05.2019,109  ,197532  ,126002014,        1 
19.05.2019,109  ,198360  ,126002012,        1 
19.05.2019,109  ,198557  ,126002014,        1 
19.05.2019,109  ,189162  ,104001003,        1 
19.05.2019,109  ,177046  ,117001002,        1 
19.05.2019,109  ,194501  ,105001015,        1 
19.05.2019,109  ,194504  ,105003003,        1 
19.05.2019,109  ,183085  ,117004002,        1 
19.05.2019,109  ,186565  ,117004002,        1 
19.05.2019,109  ,191429  ,117001001,        1 
19.05.2019,109  ,193158  ,109003002,        1 
19.05.2019,109  ,173232  ,111001002,        1 
19.05.2019,109  ,182299  ,113002005,        1 
19.05.2019,109  ,189914  ,111003001,        1 
19.05.2019,109  ,192682  ,113002005,        1 
19.05.2019,109  ,194230  ,111001018,        1 
19.05.2019,109  ,194252  ,111003001,        1 
19.05.2019,109  ,194585  ,105001010,        1 
19.05.2019,109  ,188393  ,125002005,        1 
19.05.2019,109  ,191330  ,125002001,        1 
19.05.2019,109  ,199220  ,125002002,        1 
19.05.2019,109  ,184757  ,111001017,        1 
19.05.2019,109  ,191536  ,110001005,        0 
19.05.2019,109  ,193824  ,111001019,        1 
19.05.2019,109  ,196287  ,110001007,        1 
19.05.2019,109  ,198391  ,126002012,        1 
19.05.2019,109  ,195124  ,125002002,        1 
19.05.2019,109  ,197186  ,125002001,        1 
19.05.2019,109  ,182043  ,102001013,        1 
19.05.2019,109  ,194818  ,102001013,        1 
19.05.2019,109  ,197678  ,125002001,        1 
19.05.2019,109  ,199982  ,125002009,        1 
19.05.2019,109  ,100073  ,127001001,        1 
19.05.2019,109  ,146826  ,127001001,        1 
19.05.2019,109  ,166958  ,127001019,        1 
19.05.2019,109  ,167105  ,127001019,        1 
19.05.2019,109  ,170759  ,127001013,        1 
19.05.2019,109  ,170760  ,127001013,        1 
19.05.2019,109  ,170773  ,127001001,        1 
19.05.2019,109  ,170599  ,127001001,        2 
19.05.2019,109  ,187602  ,127001004,        1 
19.05.2019,109  ,187603  ,127001004,        1 
19.05.2019,109  ,187604  ,127001004,        1 
19.05.2019,109  ,189438  ,127001006,        1 
19.05.2019,109  ,195573  ,130002015,        1 
19.05.2019,109  ,127669  ,113001006,        1 
19.05.2019,109  ,127670  ,113001001,        1 
19.05.2019,109  ,193007  ,113002005,        1 
19.05.2019,109  ,193051  ,118001003,        1 
19.05.2019,109  ,194958  ,113001010,        1 
19.05.2019,109  ,177710  ,102001015,        1 
19.05.2019,109  ,177821  ,102001015,        1 
19.05.2019,109  ,172789  ,116002001,        1 
19.05.2019,109  ,181607  ,127001005,        1 
19.05.2019,109  ,187638  ,127001022,        1 
19.05.2019,109  ,187638  ,127001022,        2 
19.05.2019,109  ,187642  ,127001022,        1 
19.05.2019,109  ,197908  ,127001022,        1 
19.05.2019,109  ,192592  ,117007002,        1 
19.05.2019,109  ,125839  ,117001002,        0 
19.05.2019,109  ,175416  ,117001013,        1 
19.05.2019,109  ,125981  ,127003004,        1 
19.05.2019,109  ,177403  ,105003001,        1 
19.05.2019,109  ,189328  ,105003001,        1 
19.05.2019,109  ,159647  ,101001003,        1 
19.05.2019,109  ,197487  ,101001007,        1 
19.05.2019,109  ,107672  ,105001005,        1 
19.05.2019,109  ,136825  ,105001005,        1 
19.05.2019,109  ,136826  ,105001005,        1 
19.05.2019,109  ,136851  ,105001004,        1 
19.05.2019,109  ,154535  ,105001004,        1 
19.05.2019,109  ,154535  ,105001004,        2 
19.05.2019,109  ,177402  ,105001005,        1 
19.05.2019,109  ,182986  ,105001005,        1 
19.05.2019,109  ,195606  ,105001005,        1 
19.05.2019,109  ,184426  ,127001028,        1 
19.05.2019,109  ,185042  ,127001019,        1 
19.05.2019,109  ,187494  ,127001004,        1 
19.05.2019,109  ,192901  ,127001019,        1 
19.05.2019,109  ,189290  ,117007005,        1 
19.05.2019,109  ,194610  ,125002009,        0 
19.05.2019,109  ,199100  ,125002009,        1 
19.05.2019,109  ,199104  ,125002002,        1 
19.05.2019,109  ,199106  ,125002009,        1 
19.05.2019,109  ,194616  ,130001009,        1 
19.05.2019,109  ,141622  ,127001016,        1 
19.05.2019,109  ,156818  ,127001016,        1 
19.05.2019,109  ,170637  ,127001011,        1 
19.05.2019,109  ,170676  ,127001013,        1 
19.05.2019,109  ,176255  ,127001029,        1 
19.05.2019,109  ,177575  ,127001019,        1 
19.05.2019,109  ,180838  ,127001029,        1 
19.05.2019,109  ,181215  ,127001001,        1 
19.05.2019,109  ,181219  ,127001011,        1 
19.05.2019,109  ,181226  ,127001018,        1 
19.05.2019,109  ,188698  ,127001019,        1 
19.05.2019,109  ,188733  ,127001004,        1 
19.05.2019,109  ,188734  ,127001004,        1 
19.05.2019,109  ,188735  ,127001004,        1 
19.05.2019,109  ,196484  ,127001018,        1 
19.05.2019,109  ,190951  ,111002004,        1 
19.05.2019,109  ,191875  ,111002004,        1 
19.05.2019,109  ,191877  ,111002004,        1 
19.05.2019,109  ,181520  ,127003004,        1 
19.05.2019,109  ,150458  ,127001030,        2 
19.05.2019,109  ,150460  ,127001030,        1 
19.05.2019,109  ,182692  ,127002006,        1 
19.05.2019,109  ,182702  ,127001003,        1 
19.05.2019,109  ,197703  ,125002005,        1 
19.05.2019,109  ,197710  ,125002005,        1 
19.05.2019,109  ,152716  ,127001030,        1 
19.05.2019,109  ,188584  ,127001001,        1 
19.05.2019,109  ,197010  ,127001015,        1 
19.05.2019,109  ,176347  ,127002001,        1 
19.05.2019,109  ,193993  ,127002002,        1 
19.05.2019,109  ,179834  ,105001013,        1 
19.05.2019,109  ,196654  ,105001015,        1 
19.05.2019,109  ,135577  ,110002003,        1 
19.05.2019,109  ,153911  ,110002003,        1 
19.05.2019,109  ,180808  ,110002002,        1 
19.05.2019,109  ,122804  ,111001018,        1 
19.05.2019,109  ,181591  ,126002003,        1 
19.05.2019,109  ,142683  ,114001009,        1 
19.05.2019,109  ,159666  ,126002008,        2 
19.05.2019,109  ,166489  ,114001019,        1 
19.05.2019,109  ,184628  ,114001018,        1 
19.05.2019,109  ,191870  ,126002008,        1 
19.05.2019,109  ,191924  ,126002008,        1 
19.05.2019,109  ,191926  ,126002008,        1 
19.05.2019,109  ,116064  ,109003002,        1 
19.05.2019,109  ,116067  ,109003002,        1 
19.05.2019,109  ,191316  ,109003002,        1 
19.05.2019,109  ,146117  ,111001013,        1 
19.05.2019,109  ,160354  ,110001007,        1 
19.05.2019,109  ,175647  ,111001013,        1 
19.05.2019,109  ,178068  ,111001013,        1 
19.05.2019,109  ,184480  ,111003001,        1 
19.05.2019,109  ,193972  ,111001006,        1 
19.05.2019,109  ,196663  ,110001007,        1 
19.05.2019,109  ,190126  ,105001003,        2 
19.05.2019,109  ,196321  ,105001012,        1 
19.05.2019,109  ,196322  ,105001005,        1 
19.05.2019,109  ,34231   ,111001010,        1 
19.05.2019,109  ,142854  ,111001016,        1 
19.05.2019,109  ,153263  ,111001020,        1 
19.05.2019,109  ,161712  ,110001006,        1 
19.05.2019,109  ,161717  ,111001013,        1 
19.05.2019,109  ,162262  ,110001007,        1 
19.05.2019,109  ,168121  ,110001004,        1 
19.05.2019,109  ,170479  ,111001016,        1 
19.05.2019,109  ,172091  ,111002004,        1 
19.05.2019,109  ,175886  ,111003005,        1 
19.05.2019,109  ,184446  ,111001016,        1 
19.05.2019,109  ,188724  ,111001008,        1 
19.05.2019,109  ,189535  ,111003001,        1 
19.05.2019,109  ,192610  ,111001006,        1 
19.05.2019,109  ,193139  ,111001004,        1 
19.05.2019,109  ,194258  ,110001009,        1 
19.05.2019,109  ,193459  ,125002002,        1 
19.05.2019,109  ,193462  ,125002001,        1 
19.05.2019,109  ,193467  ,125002002,        1 
19.05.2019,109  ,198965  ,125002009,        1 
19.05.2019,109  ,188959  ,110001007,        1 
19.05.2019,109  ,189851  ,110001006,        1 
19.05.2019,109  ,193775  ,110001004,        1 
19.05.2019,109  ,196772  ,110001006,        1 
19.05.2019,109  ,197873  ,110001009,        1 
19.05.2019,109  ,197874  ,110001004,        1 
19.05.2019,109  ,127423  ,130001002,        1 
19.05.2019,109  ,181834  ,130001002,        1 
19.05.2019,109  ,196696  ,130001001,        1 
19.05.2019,109  ,175550  ,105001003,        1 
19.05.2019,109  ,181428  ,105001009,        1 
19.05.2019,109  ,193165  ,105001003,        1 
19.05.2019,109  ,193191  ,105001003,        1 
19.05.2019,109  ,193197  ,105001003,        1 
19.05.2019,109  ,193200  ,105001003,        1 
19.05.2019,109  ,196810  ,105001004,        1 
19.05.2019,109  ,196833  ,105001003,        1 
19.05.2019,109  ,196837  ,105001009,        2 
19.05.2019,109  ,190574  ,105001005,        1 
19.05.2019,109  ,193918  ,105001006,        1 
19.05.2019,109  ,158880  ,130001001,        1 
19.05.2019,109  ,177288  ,113004004,        1 
19.05.2019,109  ,186120  ,113004005,        1 
19.05.2019,109  ,107349  ,126001004,        1 
19.05.2019,109  ,151956  ,114001002,        1 
19.05.2019,109  ,179190  ,114001002,        1 
19.05.2019,109  ,179201  ,114001002,        1 
19.05.2019,109  ,179202  ,114001002,        1 
19.05.2019,109  ,179203  ,114001002,        1 
19.05.2019,109  ,185760  ,114001005,        1 
19.05.2019,109  ,198171  ,114001002,        1 
19.05.2019,109  ,20418   ,105001010,        1 
19.05.2019,109  ,193617  ,105001004,        1 
19.05.2019,109  ,196391  ,105001009,        1 
19.05.2019,109  ,170781  ,130001003,        1 
19.05.2019,109  ,194456  ,130002008,        1 
19.05.2019,109  ,182532  ,119001002,        1 
19.05.2019,109  ,194460  ,119001002,        1 
19.05.2019,109  ,186647  ,102001015,        1 
19.05.2019,109  ,190441  ,102001005,        1 
19.05.2019,109  ,190445  ,102001005,        1 
19.05.2019,109  ,195335  ,102001015,        2 
19.05.2019,109  ,172976  ,111001016,        1 
19.05.2019,109  ,184132  ,127001029,        1 
19.05.2019,109  ,187508  ,111003001,        2 
19.05.2019,109  ,188493  ,111003005,        1 
19.05.2019,109  ,198362  ,117007002,        1 
19.05.2019,109  ,185086  ,105001005,        1 
19.05.2019,109  ,193246  ,105001004,        1 
19.05.2019,109  ,196291  ,125002008,        1 
19.05.2019,109  ,51156   ,105001005,        1 
19.05.2019,109  ,51156   ,105001005,        2 
19.05.2019,109  ,186405  ,105001004,        1 
19.05.2019,109  ,194565  ,105001004,        1 
19.05.2019,109  ,194622  ,105001007,        1 
19.05.2019,109  ,194634  ,105001016,        1 
19.05.2019,109  ,186624  ,107001006,        1 
19.05.2019,109  ,194658  ,128001019,        1 
19.05.2019,109  ,149121  ,113001001,        1 
19.05.2019,109  ,161722  ,113002004,        1 
19.05.2019,109  ,166154  ,113001004,        1 
19.05.2019,109  ,166156  ,113001004,        1 
19.05.2019,109  ,166912  ,113001008,        2 
19.05.2019,109  ,166914  ,113001008,        1 
19.05.2019,109  ,184638  ,113001001,        1 
19.05.2019,109  ,195564  ,113002005,        1 
19.05.2019,109  ,196340  ,111003001,        1 
19.05.2019,109  ,167965  ,102001006,        1 
19.05.2019,109  ,196812  ,102001006,        1 
19.05.2019,109  ,179070  ,113001007,        1 
19.05.2019,109  ,120006  ,110001001,        1 
19.05.2019,109  ,129582  ,110001004,        1 
19.05.2019,109  ,158909  ,110001004,        1 
19.05.2019,109  ,186136  ,110001009,        1 
19.05.2019,109  ,186137  ,110001004,        1 
19.05.2019,109  ,186138  ,110001009,        1 
19.05.2019,109  ,194758  ,110001009,        1 
19.05.2019,109  ,178343  ,126002003,        3 
19.05.2019,109  ,165692  ,111001006,        1 
19.05.2019,109  ,165693  ,111001006,        1 
19.05.2019,109  ,174736  ,117001006,        1 
19.05.2019,109  ,189321  ,117001006,        1 
19.05.2019,109  ,196704  ,131004001,        1 
19.05.2019,109  ,190031  ,109004002,        1 
19.05.2019,109  ,190035  ,109001003,        1 
19.05.2019,109  ,161674  ,113001001,        1 
19.05.2019,109  ,192598  ,104001003,        1 
19.05.2019,109  ,196671  ,115002004,        1 
19.05.2019,109  ,198325  ,126002013,        1 
19.05.2019,109  ,198329  ,126002013,        1 
19.05.2019,109  ,177442  ,111002002,        1 
19.05.2019,109  ,196984  ,107001003,        1 
19.05.2019,109  ,176999  ,105001011,        1 
19.05.2019,109  ,186756  ,105001011,        1 
19.05.2019,109  ,186757  ,105001011,        1 
19.05.2019,109  ,197777  ,105001011,        1 
19.05.2019,109  ,197778  ,105001011,        1 
19.05.2019,109  ,190267  ,107001005,        1 
19.05.2019,109  ,193685  ,107001003,        1 
19.05.2019,109  ,196764  ,107001005,        1 
19.05.2019,109  ,196988  ,107001002,        1 
19.05.2019,109  ,180650  ,127001001,        1 
19.05.2019,109  ,193945  ,127001004,        1 
19.05.2019,109  ,193949  ,127001001,        1 
19.05.2019,109  ,193985  ,127001002,        1 
19.05.2019,109  ,197287  ,116002001,        1 
19.05.2019,109  ,197593  ,127001002,        1 
19.05.2019,109  ,183063  ,119001005,        1 
19.05.2019,109  ,183067  ,119001005,        1 
19.05.2019,109  ,177564  ,119001003,        1 
19.05.2019,109  ,177566  ,119001004,        1 
19.05.2019,109  ,187362  ,102001002,        1 
19.05.2019,109  ,195104  ,102001006,        1 
19.05.2019,109  ,186747  ,127002006,        1 
19.05.2019,109  ,184016  ,114001003,        1 
19.05.2019,109  ,194452  ,114001011,        1 
19.05.2019,109  ,182535  ,119001002,        1 
19.05.2019,109  ,185568  ,114001018,        1 
19.05.2019,109  ,190769  ,126002008,        1 
19.05.2019,109  ,190772  ,114001001,        1 
19.05.2019,109  ,190775  ,126002008,        1 
19.05.2019,109  ,192789  ,131001003,        1 
19.05.2019,109  ,186904  ,109003002,        2 
19.05.2019,109  ,187275  ,109003002,        1 
19.05.2019,109  ,196367  ,114001011,        1 
19.05.2019,109  ,182868  ,116002006,        1 
19.05.2019,109  ,182872  ,116002008,        1 
19.05.2019,109  ,185948  ,116001004,        2 
19.05.2019,109  ,192032  ,116002001,        1 
19.05.2019,109  ,184213  ,105001012,        1 
19.05.2019,109  ,190029  ,105001012,        1 
19.05.2019,109  ,183026  ,105001016,        1 
19.05.2019,109  ,183103  ,105001016,        1 
19.05.2019,109  ,183109  ,105001016,        1 
19.05.2019,109  ,190070  ,105001009,        1 
19.05.2019,109  ,197235  ,127001026,        1 
19.05.2019,109  ,197238  ,127001019,        1 
19.05.2019,109  ,195758  ,129004002,        1 
19.05.2019,109  ,192270  ,102001009,        1 
19.05.2019,109  ,126467  ,113002003,        1 
19.05.2019,109  ,166413  ,113002002,        1 
19.05.2019,109  ,184612  ,113002011,        1 
19.05.2019,109  ,192211  ,114001024,        1 
19.05.2019,109  ,192215  ,114001024,        1 
19.05.2019,109  ,192590  ,126002017,        1 
19.05.2019,109  ,186684  ,127001028,        1 
19.05.2019,109  ,186709  ,127001031,        1 
19.05.2019,109  ,186718  ,127001028,        1 
19.05.2019,109  ,181323  ,118001007,        1 
19.05.2019,109  ,186739  ,105001007,        1 
19.05.2019,109  ,187769  ,105001007,        1 
19.05.2019,109  ,193663  ,107001004,        1 
19.05.2019,109  ,197953  ,107001004,        1 
19.05.2019,109  ,198495  ,107001005,        1 
19.05.2019,109  ,199632  ,130002006,        1 
19.05.2019,109  ,192241  ,117001008,        1 
19.05.2019,109  ,199001  ,126002005,        1 
19.05.2019,109  ,198686  ,123001017,        1 
19.05.2019,109  ,198100  ,126002012,        1 
19.05.2019,109  ,196590  ,128001003,        1 
19.05.2019,109  ,195775  ,128001001,        1 
19.05.2019,109  ,195785  ,128001004,        1 
19.05.2019,109  ,196549  ,128001004,        1 
19.05.2019,109  ,196550  ,128001001,        1 
19.05.2019,109  ,196553  ,128001001,        1 
19.05.2019,109  ,196887  ,128001022,        2 
19.05.2019,109  ,196889  ,128001025,        1 
19.05.2019,109  ,196890  ,128001025,        1 
19.05.2019,109  ,196900  ,128001026,        1 
19.05.2019,109  ,196904  ,128001007,        1 
19.05.2019,109  ,190279  ,107001001,        1 
19.05.2019,109  ,198609  ,107001003,        2 
19.05.2019,109  ,198610  ,107001003,        1 
19.05.2019,109  ,191273  ,128001011,        1 
19.05.2019,109  ,191276  ,128001011,        1 
19.05.2019,109  ,191278  ,128001013,        1 
19.05.2019,109  ,191284  ,128001016,        1 
19.05.2019,109  ,191291  ,128001014,        1 
19.05.2019,109  ,191293  ,128001009,        1 
19.05.2019,109  ,191305  ,128001011,        1 
19.05.2019,109  ,191309  ,128001012,        1 
19.05.2019,109  ,191314  ,128001012,        2 
19.05.2019,109  ,191992  ,128001011,        2 
19.05.2019,109  ,194777  ,105001012,        1 
19.05.2019,109  ,197452  ,105001004,        1 
19.05.2019,109  ,181517  ,102001006,        1 
19.05.2019,109  ,191307  ,128001013,        1 
19.05.2019,109  ,192628  ,128001011,        1 
19.05.2019,109  ,192629  ,128001011,        1 
19.05.2019,109  ,192630  ,128001011,        1 
19.05.2019,109  ,192717  ,128001011,        1 
19.05.2019,109  ,192718  ,128001011,        1 
19.05.2019,109  ,192758  ,128001011,        1 
19.05.2019,109  ,192760  ,128001011,        1 
19.05.2019,109  ,193849  ,127001009,        1 
19.05.2019,109  ,179604  ,111002004,        1 
19.05.2019,109  ,190151  ,111001005,        1 
19.05.2019,109  ,136805  ,105001001,        1 
19.05.2019,109  ,194323  ,105001009,        1 
19.05.2019,109  ,194710  ,123001002,        1 
19.05.2019,109  ,194739  ,123001016,        1 
19.05.2019,109  ,195025  ,127001009,        1 
19.05.2019,109  ,195061  ,127001022,        1 
19.05.2019,109  ,195062  ,127001022,        1 
19.05.2019,109  ,185567  ,102001005,        1 
19.05.2019,109  ,192305  ,128001024,        1 
19.05.2019,109  ,193618  ,129003001,        1 
19.05.2019,109  ,195013  ,129003001,        1 
19.05.2019,109  ,185545  ,102001015,        2 
19.05.2019,109  ,198932  ,102001015,        1 
19.05.2019,109  ,198933  ,102001015,        1 
19.05.2019,109  ,179984  ,101001001,        1 
19.05.2019,109  ,190223  ,101001001,        1 
19.05.2019,109  ,190225  ,101001001,        1 
19.05.2019,109  ,190227  ,101001001,        1 
19.05.2019,109  ,190229  ,129004002,        1 
19.05.2019,109  ,110353  ,127001001,        1 
19.05.2019,109  ,141104  ,127003001,        1 
19.05.2019,109  ,147963  ,127001001,        1 
19.05.2019,109  ,173444  ,127001001,        1 
19.05.2019,109  ,185930  ,105001015,        1 
19.05.2019,109  ,194602  ,105001015,        1 
19.05.2019,109  ,196152  ,130002015,        1 
19.05.2019,109  ,2084    ,111003005,        1 
19.05.2019,109  ,182348  ,111003005,        1 
19.05.2019,109  ,184337  ,111001019,        1 
19.05.2019,109  ,189104  ,111003002,        1 
19.05.2019,109  ,191212  ,111001017,        1 
19.05.2019,109  ,198356  ,111003001,        1 
19.05.2019,109  ,181153  ,109003002,        1 
19.05.2019,109  ,194642  ,113001005,        1 
19.05.2019,109  ,194643  ,113001005,        1 
19.05.2019,109  ,194797  ,130001002,        1 
19.05.2019,109  ,194798  ,130001002,        1 
19.05.2019,109  ,198867  ,113001006,        1 
19.05.2019,109  ,196363  ,126002017,        1 
19.05.2019,109  ,198475  ,105001011,        1 
19.05.2019,109  ,188488  ,105001004,        1 
19.05.2019,109  ,196179  ,105001006,        1 
19.05.2019,109  ,197763  ,105001002,        1 
19.05.2019,109  ,198202  ,105001001,        1 
19.05.2019,109  ,198207  ,105001006,        1 
19.05.2019,109  ,192861  ,126002003,        1 
19.05.2019,109  ,194508  ,114001018,        1 
19.05.2019,109  ,195093  ,114001001,        1 
19.05.2019,109  ,198906  ,126002013,        1 
19.05.2019,109  ,195699  ,123001015,        1 
19.05.2019,109  ,179751  ,129001002,        1 
19.05.2019,109  ,185427  ,129001002,        1 
19.05.2019,109  ,187255  ,129003001,        1 
19.05.2019,109  ,188749  ,129002001,        1 
19.05.2019,109  ,192388  ,129003001,        1 
19.05.2019,109  ,192444  ,129003001,        1 
19.05.2019,109  ,192445  ,129003001,        1 
19.05.2019,109  ,192448  ,129003001,        1 
19.05.2019,109  ,192453  ,129003001,        1 
19.05.2019,109  ,192454  ,129003001,        1 
19.05.2019,109  ,192459  ,129003001,        1 
19.05.2019,109  ,197544  ,129003002,        1 
19.05.2019,109  ,154515  ,116002001,        1 
19.05.2019,109  ,159042  ,129001002,        2 
19.05.2019,109  ,160095  ,127001030,        1 
19.05.2019,109  ,165235  ,123001013,        1 
19.05.2019,109  ,174865  ,123001004,        1 
19.05.2019,109  ,178654  ,123001015,        1 
19.05.2019,109  ,179296  ,127001001,        1 
19.05.2019,109  ,179297  ,127001001,        1 
19.05.2019,109  ,180186  ,123001004,        2 
19.05.2019,109  ,180192  ,123001004,        1 
19.05.2019,109  ,180195  ,123001004,        2 
19.05.2019,109  ,180203  ,125001005,        1 
19.05.2019,109  ,180263  ,123001015,        1 
19.05.2019,109  ,184415  ,125001005,        1 
19.05.2019,109  ,184995  ,103001007,        1 
19.05.2019,109  ,187520  ,120005002,        1 
19.05.2019,109  ,187525  ,127003002,        3 
19.05.2019,109  ,195551  ,125001005,        1 
19.05.2019,109  ,198314  ,129003002,        1 
19.05.2019,114  ,133809  ,126001004,        1-
19.05.2019,114  ,185057  ,117002003,        1 
19.05.2019,114  ,186544  ,117001008,        1 
19.05.2019,114  ,190054  ,114001012,        1 
19.05.2019,114  ,192501  ,126002015,        1 
19.05.2019,114  ,197527  ,126002014,        1 
19.05.2019,114  ,198301  ,126002012,        1 
19.05.2019,114  ,198551  ,126002012,        1 
19.05.2019,114  ,198552  ,126002012,        1 
19.05.2019,114  ,198655  ,126002014,        1 
19.05.2019,114  ,189162  ,104001003,        1 
19.05.2019,114  ,189512  ,104001003,        1-
19.05.2019,114  ,64788   ,104001003,        1 
19.05.2019,114  ,120334  ,117006001,        1 
19.05.2019,114  ,193804  ,117006002,        1 
19.05.2019,114  ,193804  ,117006002,        1-
19.05.2019,114  ,197788  ,105003001,        1 
19.05.2019,114  ,147922  ,117001001,        1 
19.05.2019,114  ,147923  ,117001001,        1 
19.05.2019,114  ,182343  ,117004002,        1 
19.05.2019,114  ,183085  ,117004002,        1 
19.05.2019,114  ,171026  ,109002001,        1 
19.05.2019,114  ,176205  ,109003002,        4 
19.05.2019,114  ,165861  ,117001008,        1 
19.05.2019,114  ,169301  ,117002002,        1 
19.05.2019,114  ,178095  ,117002001,        1 
19.05.2019,114  ,173231  ,111001002,        1 
19.05.2019,114  ,182299  ,113002005,        1 
19.05.2019,114  ,189914  ,111003001,        1 
19.05.2019,114  ,194252  ,111003001,        2 
19.05.2019,114  ,198101  ,111001002,        1 
19.05.2019,114  ,84820   ,105001018,        1 
19.05.2019,114  ,128103  ,105001010,        1 
19.05.2019,114  ,177416  ,105001009,        1 
19.05.2019,114  ,20325   ,116002008,        1 
19.05.2019,114  ,20328   ,116002008,        1 
19.05.2019,114  ,177624  ,116002002,        1 
19.05.2019,114  ,194156  ,125002002,        1 
19.05.2019,114  ,195216  ,125002008,        1 
19.05.2019,114  ,197378  ,125002008,        1 
19.05.2019,114  ,199225  ,125002009,        1 
19.05.2019,114  ,193675  ,110001003,        1 
19.05.2019,114  ,193676  ,110001001,        1 
19.05.2019,114  ,193822  ,111001004,        1 
19.05.2019,114  ,196287  ,110001007,        1 
19.05.2019,114  ,198424  ,111001016,        1 
19.05.2019,114  ,196915  ,126002012,        1 
19.05.2019,114  ,191086  ,125002002,        0 
19.05.2019,114  ,195123  ,125002002,        1 
19.05.2019,114  ,197183  ,125002002,        1 
19.05.2019,114  ,197184  ,125002002,        1 
19.05.2019,114  ,197213  ,125002002,        1 
19.05.2019,114  ,194813  ,130002010,        1 
19.05.2019,114  ,100072  ,127001001,        1 
19.05.2019,114  ,192993  ,127001001,        1 
19.05.2019,114  ,194487  ,127001001,        1 
19.05.2019,114  ,7700    ,127001019,        1 
19.05.2019,114  ,161760  ,127001006,        1 
19.05.2019,114  ,167105  ,127001019,        1 
19.05.2019,114  ,170773  ,127001001,        1 
19.05.2019,114  ,170778  ,127001003,        1 
19.05.2019,114  ,172686  ,127001001,        1 
19.05.2019,114  ,174270  ,120004001,        2 
19.05.2019,114  ,176178  ,127001016,        1 
19.05.2019,114  ,180476  ,127003004,        1 
19.05.2019,114  ,186870  ,127001004,        1 
19.05.2019,114  ,187196  ,127001031,        1 
19.05.2019,114  ,193017  ,127001004,        1 
19.05.2019,114  ,58409   ,127001001,        1 
19.05.2019,114  ,163028  ,127001016,        1 
